iter	Logloss
113	0.3308048549
114	0.3304819597
115	0.330265897
116	0.3299466074
117	0.3296358195
118	0.32945577
119	0.3293796176
120	0.3293436183
121	0.3290553382
122	0.3287976213
123	0.3284888572
124	0.3281967959
125	0.3280000251
126	0.3277338929
127	0.3274190694
128	0.3272502034
129	0.326996165
130	0.3268402934
131	0.3266804594
132	0.3265117776
133	0.3262621452
134	0.3258743513
135	0.3256941418
136	0.3255024906
137	0.3251311862
138	0.3248097598
139	0.3245136911
140	0.3243467432
141	0.3242776937
142	0.323925522
143	0.323731831
144	0.3234602311
145	0.3233436024
146	0.3231976009
147	0.3230128406
148	0.3228245919
149	0.3225636013
150	0.3223982125
151	0.3221950287
152	0.3219652258
153	0.3218210748
154	0.3216336764
155	0.3214693581
156	0.3213346042
157	0.321163785
158	0.321066924
159	0.320892749
160	0.3207523057
161	0.3205022454
162	0.3203239771
163	0.320185293
164	0.3199895888
165	0.3197633043
166	0.319595584
167	0.3193581614
168	0.3191743411
169	0.3189557058
170	0.3188797464
171	0.3186728165
172	0.3185208403
173	0.3183811431
174	0.3182698219
175	0.3181407789
176	0.318018067
177	0.3178789177
178	0.3178294396
179	0.3176867147
180	0.3175583994
181	0.3173428524
182	0.3170504003
183	0.3168044008
184	0.3166564105
185	0.3165039323
186	0.3163600582
187	0.3162042598
188	0.3160187068
189	0.3158934573
190	0.3156977303
191	0.3155372017
192	0.3154219963
193	0.315236858
194	0.3151257422
195	0.3149934631
196	0.3149576227
197	0.3148132353
198	0.314692697
199	0.3145561841
200	0.3144079208
201	0.3143031482
202	0.3141132461
203	0.3140726587
204	0.3138638941
205	0.3136556858
206	0.3136239875
207	0.3135365336
208	0.3133797662
209	0.3131824595
210	0.3129631684
211	0.3128277858
212	0.3126253382
213	0.312520483
214	0.3124093072
215	0.312253154
216	0.3121704524
217	0.3120368126
218	0.3118597908
219	0.311685876
220	0.3115781836
221	0.3114679006
222	0.3113559474
223	0.3112936761
224	0.3110805312
225	0.3108534235
226	0.3106560432
227	0.3105093574
228	0.3104209831
229	0.3102331194
230	0.3100865966
231	0.310031085
232	0.3099353821
233	0.3097710302
234	0.3096381179
235	0.3096271336
236	0.3094982545
237	0.3094082294
238	0.3093967355
239	0.309253347
240	0.3092423625
241	0.3090917224
242	0.3089157859
243	0.3088256546
244	0.3087257747
245	0.3085173298
246	0.3084062087
247	0.3083966886
248	0.3083212943
249	0.3081385546
250	0.3080515645
251	0.3079819517
252	0.3078369967
253	0.3076208377
254	0.307516801
255	0.3075075945
256	0.3073832711
257	0.307371656
258	0.3072397049
259	0.3071051269
260	0.3069558646
261	0.3068501526
262	0.3068228744
263	0.3067047481
264	0.3065957702
265	0.3064906073
266	0.306335521
267	0.3062608116
268	0.3062093632
269	0.3060720746
270	0.3059410343
271	0.3058864373
272	0.305808337
273	0.3056413999
274	0.3054751503
275	0.3053706775
276	0.3052667202
277	0.3051576282
278	0.3050724913
279	0.3048879281
280	0.3047613697
281	0.3046489782
282	0.3044626942
283	0.3043351191
284	0.304153357
285	0.3040211998
286	0.3039854821
287	0.3038971173
288	0.3038250657
289	0.3036615481
290	0.3035839861
291	0.303458055
292	0.3033751492
293	0.3032527991
294	0.303180725
295	0.3031211407
296	0.303040224
297	0.3029462272
298	0.3027960814
299	0.3027110942
300	0.3026215017
301	0.3025685617
302	0.3025154999
303	0.302387151
304	0.3022930565
305	0.3021369397
306	0.3019678566
307	0.3017784537
308	0.3017079338
309	0.3015665563
310	0.3014712377
311	0.3013796458
312	0.3012607904
313	0.3011888336
314	0.3011248008
315	0.3010306282
316	0.3009520334
317	0.3007950868
318	0.3006609168
319	0.3004656579
320	0.3003660868
321	0.3002443962
322	0.3001616265
323	0.2999894165
324	0.2998814898
325	0.2998222738
326	0.2997720628
327	0.2997693453
328	0.2996366033
329	0.2995816742
330	0.2995088705
331	0.2994645998
332	0.29931991
333	0.2991786846
334	0.2990166543
335	0.2988685497
336	0.2987765387
337	0.2986701429
338	0.2986403538
339	0.2985250389
340	0.2984985158
341	0.2983742683
342	0.2981695742
343	0.2980479983
344	0.2979075047
345	0.2977745559
346	0.297645872
347	0.2975117094
348	0.2974141314
349	0.2972624952
350	0.2972008187
351	0.297140091
352	0.2970526239
353	0.2969298386
354	0.2968414132
355	0.2967740572
356	0.2967064514
357	0.2965818877
358	0.2965218458
359	0.296388001
360	0.2963609789
361	0.2963560142
362	0.2962361535
363	0.2961424882
364	0.2960782981
365	0.2959612611
366	0.2958818703
367	0.2958253067
368	0.2957030103
369	0.2955802954
370	0.2955424149
371	0.2955189373
372	0.2954543067
373	0.2953125901
374	0.2951746785
375	0.2951107592
376	0.2949050576
377	0.2947989158
378	0.2947000135
379	0.2946231557
380	0.2945422253
381	0.2944479024
382	0.2943167548
383	0.2942465725
384	0.2941659742
385	0.2940917659
386	0.2939885525
387	0.2939043674
388	0.293775159
389	0.2937028581
390	0.2935647374
391	0.2935005537
392	0.2934068189
393	0.2932664898
394	0.2932249691
395	0.2930789982
396	0.2930374372
397	0.292906345
398	0.2928411876
399	0.2927894857
400	0.2927000767
401	0.2925885728
402	0.2924914865
403	0.2923228869
404	0.2922129331
405	0.2921256636
406	0.2920147185
407	0.291879822
408	0.2917982253
409	0.29170132
410	0.2916532799
411	0.2915479134
412	0.2915319982
413	0.2914131589
414	0.2913604448
415	0.2913598666
416	0.2912514011
417	0.2911452762
418	0.2910545635
419	0.2908586261
420	0.2907583897
421	0.2907284557
422	0.290509502
423	0.2903828669
424	0.2902760207
425	0.2902017777
426	0.29007244
427	0.2899378262
428	0.2899026134
429	0.2897919158
430	0.289689693
431	0.2895845562
432	0.2895314109
433	0.289451163
434	0.2893168687
435	0.2892699171
436	0.2891250487
437	0.289006284
438	0.2889621207
439	0.2888905517
440	0.2887331389
441	0.2886209443
442	0.2885072587
443	0.2883557275
444	0.2882133922
445	0.2881125889
446	0.2880119414
447	0.2879145676
448	0.2877642253
449	0.2876637636
450	0.2875442728
451	0.2875045069
452	0.2874382225
453	0.2873146008
454	0.2872417547
455	0.2871308044
456	0.2870170376
457	0.2869130756
458	0.2868592123
459	0.2867229525
460	0.2866000337
461	0.2864670801
462	0.2863928802
463	0.2862673852
464	0.2862469158
465	0.2861510698
466	0.2860361632
467	0.2859004501
468	0.2858752638
469	0.2857814398
470	0.2856684349
471	0.2855584505
472	0.2854632613
473	0.2852810172
474	0.2851469969
475	0.285097813
476	0.2850355365
477	0.2849641592
478	0.284848046
479	0.284755828
480	0.2846347059
481	0.2845732488
482	0.2844986335
483	0.2843691496
484	0.2842967024
485	0.2841697505
486	0.2840674672
487	0.2839898212
488	0.2838948315
489	0.2838052828
490	0.2836627883
491	0.2835769756
492	0.2834467159
493	0.2833391348
494	0.2832922017
495	0.2831839084
496	0.2831688477
497	0.2830771445
498	0.2829094843
499	0.2827573089
500	0.282627679
501	0.2825245122
502	0.2824072393
503	0.2823158056
504	0.282202272
505	0.2821248627
506	0.28202747
507	0.2819410615
508	0.2818207465
509	0.2816988643
510	0.2816098085
511	0.2815237969
512	0.2814334157
513	0.2813503569
514	0.2812254311
515	0.2810575233
516	0.280951142
517	0.2808885136
518	0.2808495983
519	0.2807915782
520	0.2807392058
521	0.2806780785
522	0.280587683
523	0.2805343955
524	0.2804799689
525	0.2804618445
526	0.2803944376
527	0.2803507723
528	0.2803193479
529	0.280289277
530	0.2801942525
531	0.2801408991
532	0.2800554989
533	0.2800303286
534	0.2799375683
535	0.2797501729
536	0.2796665567
537	0.2794833717
538	0.2794201425
539	0.2793475535
540	0.279260228
541	0.2791725769
542	0.2790625753
543	0.2790170832
544	0.2789123334
545	0.2787814274
546	0.2786788698
547	0.2785786715
548	0.2785131111
549	0.278446743
550	0.278347761
551	0.2782930025
552	0.2782336824
553	0.2782152007
554	0.2781284552
555	0.2780318356
556	0.2779996741
557	0.2779217292
558	0.2778379386
559	0.277663874
560	0.2775520047
561	0.2773904449
562	0.2772873513
563	0.2772058048
564	0.2771428056
565	0.2770740538
566	0.2769844688
567	0.2769562858
568	0.2769494246
569	0.2768238337
570	0.2767278735
571	0.2766480578
572	0.2765676187
573	0.2764597483
574	0.2763638256
575	0.2761923757
576	0.2761155406
577	0.2760925256
578	0.2759697564
579	0.2758933518
580	0.2758539595
581	0.2757146792
582	0.2756078683
583	0.2755213024
584	0.2754266478
585	0.2753456038
586	0.2752354939
587	0.2751193544
588	0.2749692824
589	0.2749527985
590	0.2748963109
591	0.2748822335
592	0.2747545273
593	0.2746630868
594	0.274539545
595	0.2743662102
596	0.274260954
597	0.2741026896
598	0.2739994271
599	0.2739181772
600	0.2738152678
601	0.2737032068
602	0.2735928993
603	0.2734113189
604	0.27330649
605	0.2732230049
606	0.2731372801
607	0.2730670503
608	0.2729614488
609	0.2728042624
610	0.2727364289
611	0.2726980869
612	0.2726312365
613	0.2725326738
614	0.2724683684
615	0.2723913072
616	0.272265231
617	0.2722250257
618	0.2721720175
619	0.2720290605
620	0.2720011354
621	0.2719275452
622	0.2718708633
623	0.2718098408
624	0.2716587451
625	0.2715851782
626	0.2714726966
627	0.2713117722
628	0.2712459981
629	0.27119497
630	0.2710986491
631	0.270945917
632	0.2708444871
633	0.2707571033
634	0.2706381116
635	0.2705780017
636	0.2704785697
637	0.2704146389
638	0.2702835204
639	0.2702208348
640	0.270134242
641	0.2700446455
642	0.2699842925
643	0.2698275888
644	0.269765574
645	0.2696255891
646	0.269508421
647	0.2694489429
648	0.2693111546
649	0.2691656235
650	0.2691510697
651	0.2690616355
652	0.2689318309
653	0.2688973979
654	0.2687898961
655	0.2686769125
656	0.2686000493
657	0.2685305623
658	0.2684222837
659	0.268260578
660	0.2681543298
661	0.2680315109
662	0.2679783042
663	0.2678770216
664	0.2678630083
665	0.2677827688
666	0.2677062062
667	0.2676351144
668	0.2674597977
669	0.2673858926
670	0.2673138712
671	0.2672539946
672	0.2671861386
673	0.2670811593
674	0.2670115801
675	0.2669829416
676	0.2669171387
677	0.2668562651
678	0.2667982124
679	0.266751231
680	0.2666663857
681	0.2665819976
682	0.2665736858
683	0.2665666788
684	0.2664674996
685	0.2664142256
686	0.2663335116
687	0.2662656012
688	0.2661498016
689	0.2660525661
690	0.2659657333
691	0.265896394
692	0.2658139106
693	0.2657536938
694	0.2657086538
695	0.2656281988
696	0.2655308624
697	0.2654637554
698	0.2653944865
699	0.2652299871
700	0.2651409887
701	0.2650229805
702	0.2650086314
703	0.2648722375
704	0.2648369764
705	0.2647510653
706	0.264675662
707	0.264545406
708	0.2644885805
709	0.264412349
710	0.2643462078
711	0.2642694298
712	0.2642254889
713	0.2641248473
714	0.2640193511
715	0.2639335052
716	0.2638097381
717	0.2637711939
718	0.26367162
719	0.263563444
720	0.2634560597
721	0.26340885
722	0.263356383
723	0.2632750109
724	0.2631759616
725	0.26301162
726	0.2629449713
727	0.2628994168
728	0.2628092198
729	0.2627231262
730	0.2626432163
731	0.2626296291
732	0.2625303411
733	0.2625006629
734	0.2623689047
735	0.2622464345
736	0.2621435272
737	0.2619970396
738	0.2619390339
739	0.2618444711
740	0.2617306304
741	0.2616590419
742	0.2616131078
743	0.2615245251
744	0.2614728451
745	0.261383378
746	0.2612818834
747	0.261183597
748	0.2611246524
749	0.2610172334
750	0.2609332094
751	0.2608244383
752	0.2607199989
753	0.2606726794
754	0.2606191865
755	0.2606051235
756	0.2604800576
757	0.2603890726
758	0.2602323661
759	0.2601746776
760	0.2600546425
761	0.2599732234
762	0.2598865684
763	0.2598345632
764	0.2597468424
765	0.2596052798
766	0.2594823229
767	0.2593895421
768	0.2593301348
769	0.2592672687
770	0.2592312298
771	0.25922427
772	0.2592048579
773	0.2591442105
774	0.2590490878
775	0.2589736224
776	0.2589040294
777	0.2587782859
778	0.2586559641
779	0.2585452847
780	0.2585064079
781	0.2584146691
782	0.2583354473
783	0.2581810244
784	0.2581162925
785	0.2580254173
786	0.2579528434
787	0.257862898
788	0.2577856116
789	0.2577270619
790	0.2576394686
791	0.2575809992
792	0.2575301944
793	0.2573836481
794	0.2573189531
795	0.2572508955
796	0.257185436
797	0.2571185095
798	0.2569829121
799	0.256909058
800	0.256766434
801	0.2566950493
802	0.2565525319
803	0.2565305079
804	0.2564505548
805	0.2563726511
806	0.2563300833
807	0.2562515679
808	0.2561941904
809	0.256131703
810	0.2559931917
811	0.2559250124
812	0.2558574116
813	0.2557917966
814	0.2556801157
815	0.2555970633
816	0.2555069923
817	0.2554326897
818	0.2553138573
819	0.2552391447
820	0.2550862299
821	0.255068047
822	0.2550343138
823	0.2548917543
824	0.2548215151
825	0.2547238184
826	0.2546766361
827	0.2545857955
828	0.2545093122
829	0.2544543301
830	0.2543763068
831	0.2543543744
832	0.2542650678
833	0.2541959951
834	0.2540721605
835	0.2540563249
836	0.2539206707
837	0.2537994615
838	0.253713316
839	0.2536266126
840	0.2534880855
841	0.2533699071
842	0.2532540548
843	0.2531380982
844	0.2531083634
845	0.2530262266
846	0.2529660341
847	0.2529079956
848	0.2527852737
849	0.2527534542
850	0.2526603109
851	0.2525396244
852	0.2525289599
853	0.2525201679
854	0.2524428974
855	0.2523480135
856	0.2522989212
857	0.2522449706
858	0.2521812956
859	0.2520956346
860	0.2520486346
861	0.2519144809
862	0.2518552903
863	0.25177315
864	0.2517220613
865	0.2517014745
866	0.2516355447
867	0.251510146
868	0.251489643
869	0.2513831565
870	0.2513010652
871	0.2512162763
872	0.2511451342
873	0.2510981706
874	0.2510449313
875	0.2509617304
876	0.2508797624
877	0.2507805965
878	0.2507007406
879	0.2505507003
880	0.2504132671
881	0.2502935908
882	0.2502313464
883	0.2501620089
884	0.2501255486
885	0.2500106996
886	0.2499598071
887	0.2498357038
888	0.249771548
889	0.2497303263
890	0.2496760479
891	0.2495554187
892	0.2494754368
893	0.2494661814
894	0.249416546
895	0.2493596487
896	0.2493139968
897	0.2492573991
898	0.2492113873
899	0.2490991065
900	0.249055953
901	0.2489321047
902	0.2488774815
903	0.2488267405
904	0.2487266746
905	0.2486650262
906	0.2485968098
907	0.2484845871
908	0.2484147971
909	0.2482748451
910	0.2482251029
911	0.248186531
912	0.2481032956
913	0.248014626
914	0.2479107155
915	0.2478520259
916	0.2477780469
917	0.2477752518
918	0.2477227231
919	0.2476351112
920	0.247563336
921	0.2475166519
922	0.247424922
923	0.2472797247
924	0.247217733
925	0.2471455204
926	0.2470587973
927	0.2469949623
928	0.2468965665
929	0.2467701616
930	0.2466950378
931	0.2466358937
932	0.2465883219
933	0.2465224662
934	0.2464647802
935	0.2463942905
936	0.2463684015
937	0.2463149612
938	0.2462719892
939	0.2461912451
940	0.246094957
941	0.2460406686
942	0.2460381457
943	0.2459744127
944	0.2458900098
945	0.2458461738
946	0.2457385107
947	0.2456852695
948	0.2455872132
949	0.2455115021
950	0.2454020447
951	0.2452538706
952	0.2451846337
953	0.245137853
954	0.245059503
955	0.2450185077
956	0.2449270335
957	0.2448542924
958	0.2447464628
959	0.2446302248
960	0.244573428
961	0.2444915473
962	0.2444138048
963	0.2443460127
964	0.2442602397
965	0.244208491
966	0.2441785952
967	0.244088865
968	0.2440054895
969	0.2439681493
970	0.2438380187
971	0.2437595496
972	0.2437003741
973	0.2436356839
974	0.2435117035
975	0.2434747101
976	0.2434245334
977	0.2433814259
978	0.2433571926
979	0.2432126206
980	0.2431695214
981	0.2431339139
982	0.2430779624
983	0.2430033827
984	0.242928639
985	0.2428842193
986	0.2427995613
987	0.2427281685
988	0.2426371867
989	0.2425635498
990	0.2424968201
991	0.2423674499
992	0.2423130808
993	0.24224652
994	0.2422163467
995	0.2421581366
996	0.2420181152
997	0.2419236009
998	0.2418518528
999	0.2417830301
